section,Trace,Comment,Length,Area,
34,d005_p09,DDH traced 5/10/2019,1.44003,0.0828777,
34,d005_p10,DDH traced 5/10/2019,1.88483,0.0471785,
34,d005_SER_p09??,,0.208,0.00150684,
34,mito07,,0.277188,0,
34,mito08,,0.282675,0,
34,TEM FIELD,,35.965,80.6231,
35,1align1,,0.953761,0.0677559,
35,1align10,,0.953384,0.0677009,
35,1align2,,0.95364,0.067735,
35,1align3,,0.953583,0.0677295,
35,1align4,,0.953583,0.0677295,
35,1align5,,0.953504,0.0677163,
35,1align6,,0.953618,0.067735,
35,1align7,,0.953384,0.0677009,
35,1align8,,0.953384,0.0677009,
35,1align9,,0.953623,0.0677339,
35,2align1,,2.38239,0.0697259,
35,2align10,,2.38306,0.0697243,
35,2align2,,2.38302,0.0697329,
35,2align3,,2.38275,0.0697246,
35,2align4,,2.38268,0.0697232,
35,2align5,,2.38254,0.069721,
35,2align6,,2.38283,0.0697319,
35,2align7,,2.38294,0.0697321,
35,2align8,,2.38232,0.0697242,
35,2align9,,2.38232,0.0697242,
35,d001,,2.73022,0.511139,
35,D001,,0.46756,0.0075933,
35,d001_o09,symmetric candidate,0.11111,0.00059328,
35,D002,,0.3702,0.00475862,
35,d005,DDH traced 5/10/2019,2.13406,0.268446,
35,d005_c08,,0.551095,0.0191577,
35,d005_c09,,0.747349,0.0319495,
35,d005_c12,,0.501822,0.017639,
35,d005_cfa08,KH identified 4/29/19,0.195281,0,
35,d005_cfa09,,0.307756,0,
35,d005_o08,,0.0872572,0.00047586,
35,d005_o09,,0.0816799,0.00032065,
35,d005_o10_filo,,0.0872572,0.00047586,
35,d005_o10_filo_php,,0.315136,0.00777151,
35,d005_o11,,0.0815318,0.00031944,
35,d005_p08,DDH traced 5/10/2019,2.22753,0.0931912,
35,d005_p09,DDH traced 5/10/2019,1.93668,0.108979,
35,d005_p10,DDH traced 5/10/2019,1.80204,0.0364462,
35,d005_p11,,0.319498,0.0043659,
35,d005_SER_p09??,,0.208,0.00150338,
35,mito07,,0.277188,0,
35,mito08,,0.282675,0,
35,TEM FIELD,,35.965,80.6231,
36,2align1,,2.43235,0.0717036,
36,2align10,,2.43185,0.0717172,
36,2align2,,2.43232,0.0717054,
36,2align3,,2.43208,0.0717095,
36,2align4,,2.4323,0.0717031,
36,2align5,,2.43184,0.0716963,
36,2align6,,2.43202,0.0717009,
36,2align7,,2.43213,0.07169,
36,2align8,,2.43173,0.0717081,
36,2align9,,2.43195,0.0717126,
36,3align1,,1.62258,0.126565,
36,3align10,,1.62266,0.126578,
36,3align11,,1.62259,0.126567,
36,3align12,,1.62259,0.126567,
36,3align13,,1.62258,0.126565,
36,3align2,,1.62233,0.126527,
36,3align3,,1.62255,0.126561,
36,3align4,,1.62256,0.126561,
36,3align5,,1.62255,0.126561,
36,3align6,,1.62258,0.126566,
36,3align7,,1.62264,0.126574,
36,3align8,,1.62258,0.126566,
36,3align9,,1.62266,0.126578,
36,d001,,2.71375,0.476263,
36,D001,,0.465226,0.00751774,
36,D002,,0.368566,0.00470844,
36,d005,DDH traced 5/10/2019,2.12784,0.248001,
36,d005,DDH traced 5/10/2019,0,0,
36,d005_c08,,0.386396,0.0102175,
36,d005_c09,,0.768552,0.0326877,
36,d005_c12,,0.700298,0.0376513,
36,d005_cfa08,,0.135238,0,
36,d005_cfa09,,0.324758,0,
36,d005_cfa12,,0.500215,0.0174644,
36,d005_o08,,0.0868249,0.000471149,
36,d005_o09,,0.08126,0.000317475,
36,d005_o10_filo,,0.0868249,0.000471149,
36,d005_o11,,0.0811116,0.000316277,
36,d005_p08,DDH traced 5/10/2019,0.279122,0.00341713,
36,d005_p08,DDH traced 5/10/2019,1.541,0.0498375,
36,d005_p09,DDH traced 5/10/2019,1.92326,0.118375,
36,d005_p10,,0.586607,0.00782393,
36,d005_p11,DDH traced 5/10/2019,0.725363,0.0206692,
36,d005_p12,KH identified 4/29/19,0.644622,0.0289925,
36,d005_SER_p09??,,0.20697,0.00148506,
36,mito07,,0.274571,0,
36,TEM FIELD,,35.7777,79.8249,
37,3align1,,1.59728,0.121726,
37,3align10,,1.59728,0.121726,
37,3align11,,1.59729,0.121726,
37,3align12,,1.59727,0.121724,
37,3align13,,1.59729,0.121726,
37,3align2,,1.59728,0.121726,
37,3align3,,1.5973,0.121728,
37,3align4,,1.5973,0.121728,
37,3align5,,1.5973,0.121728,
37,3align6,,1.59729,0.121726,
37,3align7,,1.5973,0.121728,
37,3align8,,1.59729,0.121726,
37,3align9,,1.59729,0.121726,
37,4align1,,3.31206,0.151056,
37,4align10,,3.31215,0.151092,
37,4align11,,3.31158,0.151061,
37,4align2,,3.31198,0.151061,
37,4align3,,3.31206,0.151094,
37,4align4,,3.31179,0.151063,
37,4align5,,3.31185,0.151071,
37,4align6,,3.31162,0.151068,
37,4align7,,3.31163,0.15107,
37,4align8,,3.31211,0.151093,
37,4align9,,3.31207,0.151085,
37,d001,,2.685,0.454636,
37,D001,,0.46734,0.00758902,
37,D002,,0.3702,0.00475244,
37,d005,DDH traced 5/10/2019,2.09687,0.249933,
37,d005_c09,,0.786848,0.0371105,
37,d005_c12,,0.798023,0.0472319,
37,d005_cfa09,,0.32461,0,
37,d005_cfa12,,0.209248,0,
37,d005_cfa12,KH identified 4/29/19,0.534842,0.016354,
37,d005_o09,,0.0816799,0.00032065,
37,d005_o10_filo,,0.0872572,0.00047586,
37,d005_o11,,0.0815318,0.00031944,
37,d005_p08,,0.403189,0.00913123,
37,d005_p09,DDH traced 5/10/2019,1.94286,0.13483,
37,d005_p11,DDH traced 5/10/2019,1.56735,0.0615294,
37,d005_p12,KH identified 4/29/19,1.06206,0.0741203,
37,d005_SER_p09??,,0.208,0.00150338,
37,mito07,,0.277188,0,
37,TEM FIELD,,35.965,80.6231,
38,4align1,,3.25221,0.143906,
38,4align10,,3.25182,0.143852,
38,4align11,,3.25206,0.143902,
38,4align2,,3.25221,0.143906,
38,4align3,,3.25172,0.143881,
38,4align4,,3.25174,0.143894,
38,4align5,,3.25189,0.143882,
38,4align6,,3.25181,0.143889,
38,4align7,,3.25175,0.143889,
38,4align8,,3.25227,0.143916,
38,4align9,,3.25182,0.143852,
38,5align1,,6.41023,0.27115,
38,5align10,,6.4102,0.27113,
38,5align2,,6.41019,0.271121,
38,5align3,,6.4102,0.271143,
38,5align4,,6.41022,0.271151,
38,5align5,,6.41029,0.271188,
38,5align6,,6.41023,0.271179,
38,5align7,,6.41026,0.271163,
38,5align8,,6.41021,0.271223,
38,5align9,,6.41009,0.271158,
38,d001,,2.43802,0.415305,
38,D001,,0.46736,0.00758941,
38,d001_o10,symmetric candidate,0.0777556,0.000290556,
38,D002,,0.3702,0.00475862,
38,d005,DDH traced 5/10/2019,2.02941,0.234864,
38,d005_c09,,0.633716,0.0272388,
38,d005_c12,,0.423024,0.0133792,
38,d005_cfa09,,0.228657,0,
38,d005_cfa12,,0.126279,0,
38,d005_o09,,0.0816799,0.00032065,
38,d005_o11,,0.0815318,0.00031944,
38,d005_p09,DDH traced 5/10/2019,1.74088,0.131417,
38,d005_p11,DDH traced 5/10/2019,1.68122,0.0663109,
38,d005_p12,,1.60379,0.103588,
38,mito07,,0.277188,0,
38,TEM FIELD,,35.965,80.6231,
39,5align1,,6.25485,0.258342,
39,5align10,,6.25477,0.258309,
39,5align2,,6.25494,0.258287,
39,5align3,,6.25466,0.258324,
39,5align4,,6.25464,0.258316,
39,5align5,,6.25441,0.258277,
39,5align6,,6.25461,0.258376,
39,5align7,,6.25494,0.258287,
39,5align8,,6.25494,0.258287,
39,5align9,,6.25458,0.258376,
39,6align1,,1.74274,0.18982,
39,6align10,,1.74259,0.18979,
39,6align2,,1.74262,0.189796,
39,6align3,,1.74262,0.189796,
39,6align4,,1.74266,0.189805,
39,6align5,,1.74262,0.189796,
39,6align6,,1.74264,0.189799,
39,6align7,,1.74276,0.189827,
39,6align8,,1.74259,0.18979,
39,6align9,,1.74259,0.18979,
39,d001,,2.36656,0.393378,
39,D001,,0.46736,0.00758941,
39,D002,,0.3702,0.00475244,
39,d005,DDH traced 5/10/2019,2.01156,0.23665,
39,d005_c12,,0.357024,0.00913593,
39,d005_cfa12,,0.113685,0,
39,d005_o11,,0.0815318,0.00031944,
39,d005_p09,DDH traced 5/10/2019,1.46043,0.0880343,
39,d005_p11,DDH traced 5/10/2019,2.03612,0.0777424,
39,d005_p12,DDH traced 5/10/2019,1.40497,0.0970138,
39,mito07,,0.277188,0,
39,TEM FIELD,,35.965,80.6231,
40,6align1,,1.69611,0.179416,
40,6align10,,1.69611,0.179416,
40,6align2,,1.69615,0.179424,
40,6align3,,1.69615,0.179424,
40,6align4,,1.6962,0.179433,
40,6align5,,1.69616,0.179424,
40,6align6,,1.69614,0.179421,
40,6align7,,1.69616,0.179424,
40,6align8,,1.69611,0.179416,
40,6align9,,1.69624,0.179445,
40,7align1,,1.6999,0.216905,
40,7align10,,1.69989,0.216904,
40,7align2,,1.69998,0.216929,
40,7align3,,1.69995,0.21692,
40,7align4,,1.69997,0.216925,
40,7align5,,1.69998,0.216928,
40,7align6,,1.69988,0.216902,
40,7align7,,1.69995,0.216922,
40,7align8,,1.69992,0.216913,
40,7align9,,1.69998,0.21693,
40,d001,,2.26446,0.362416,
40,D001,,0.46756,0.00758551,
40,D002,,0.3702,0.00475244,
40,d005,DDH traced 5/10/2019,2.02733,0.248707,
40,d005_c11,,0.280479,0.00589882,
40,d005_cfa11,,0.0670995,0,
40,d005_p09,DDH traced 5/10/2019,1.00609,0.0519572,
40,d005_p11,DDH traced 5/10/2019,1.05931,0.0449773,
40,d005_p12,DDH traced 5/10/2019,1.40604,0.0647818,
40,TEM FIELD,,35.965,80.6231,
41,7align1,,1.66513,0.207813,
41,7align10,,1.66514,0.207813,
41,7align2,,1.66515,0.207816,
41,7align3,,1.66514,0.207815,
41,7align4,,1.66518,0.207825,
41,7align5,,1.66517,0.207823,
41,7align6,,1.66514,0.207813,
41,7align7,,1.66508,0.207796,
41,7align8,,1.66519,0.20783,
41,7align9,,1.66508,0.207796,
41,8align1,,3.73975,0.383482,
41,8align10,,3.73963,0.38354,
41,8align2,,3.73955,0.383444,
41,8align3,,3.73956,0.383485,
41,8align4,,3.73956,0.383502,
41,8align5,,3.73948,0.383483,
41,8align6,,3.73964,0.383474,
41,8align7,,3.73965,0.383488,
41,8align8,,3.73968,0.383514,
41,8align9,,3.73968,0.383514,
41,d001,,2.26045,0.364666,
41,D001,,0.46756,0.0075933,
41,D002,,0.37,0.00475553,
41,d005,DDH traced 5/10/2019,2.03533,0.259962,
41,d005_c11,,0.549442,0.0193492,
41,d005_cfa11,,0.185701,0,
41,d005_o12,,0.0872572,0.00047586,
41,d005_p09,DDH traced 5/10/2019,0.805799,0.0312024,
41,d005_p11,DDH traced 5/10/2019,0.868354,0.0412754,
41,d005_p12,,1.41369,0.0409093,
41,d005_PR_shaft???,,0.389219,0.0119066,
41,TEM FIELD,,35.965,80.6231,
42,8align1,,3.64242,0.366352,
42,8align10,,3.64261,0.366359,
42,8align2,,3.64255,0.366363,
42,8align3,,3.64254,0.366387,
42,8align4,,3.64276,0.366393,
42,8align5,,3.6426,0.366414,
42,8align6,,3.64255,0.366408,
42,8align7,,3.64267,0.366422,
42,8align8,,3.64257,0.366416,
42,8align9,,3.6427,0.366416,
42,9align1,,4.22478,0.619771,
42,9align10,,4.22482,0.619786,
42,9align2,,4.22477,0.619769,
42,9align3,,4.22486,0.619778,
42,9align4,,4.22482,0.619774,
42,9align5,,4.22481,0.619769,
42,9align6,,4.22483,0.619773,
42,9align7,,4.22473,0.619736,
42,9align8,,4.22493,0.619768,
42,9align9,,4.22493,0.619768,
42,d001,,2.30647,0.366762,
42,D001,,0.46756,0.0075933,
42,D002,,0.3704,0.00475552,
42,d005,DDH traced 5/10/2019,2.20575,0.303354,
42,d005_c11,,0.547002,0.0196501,
42,d005_cfa11,,0.196881,0,
42,d005_p09,DDH traced 5/10/2019,0.537659,0.0147362,
42,d005_p11,DDH traced 5/10/2019,0.781429,0.0362936,
42,sym_CAND_8_investigate,KH identified 5/6/2019 ? if this is symmetric_ and / or if this is a non-spiny dendrite?,1.82922,0.261241,
42,TEM FIELD,,35.965,80.6231,
43,10align1,,3.79465,0.387343,
43,10align10,,3.79447,0.387359,
43,10align2,,3.79465,0.387354,
43,10align3,,3.79471,0.38736,
43,10align4,,3.79479,0.3874,
43,10align5,,3.79479,0.387341,
43,10align6,,3.79474,0.387325,
43,10align7,,3.79475,0.387361,
43,10align8,,3.79465,0.387334,
43,10align9,,3.79478,0.387386,
43,9align1,,4.122,0.589592,
43,9align10,,4.12198,0.589542,
43,9align2,,4.122,0.589525,
43,9align3,,4.12204,0.589586,
43,9align4,,4.122,0.589525,
43,9align5,,4.122,0.589592,
43,9align6,,4.12202,0.589596,
43,9align7,,4.12217,0.589576,
43,9align8,,4.12218,0.589643,
43,9align9,,4.12198,0.589542,
43,d001,,2.29849,0.35503,
43,D001,,0.46734,0.00758824,
43,D002,,0.3702,0.00475244,
43,d005,DDH traced 5/10/2019,2.30587,0.308823,
43,d005_c11,,0.505104,0.0173029,
43,d005_cfa11,,0.15787,0,
43,d005_o13,,0.0778258,0.00029106,
43,d005_p11,DDH traced 5/10/2019,0.734595,0.0331821,
43,d005_p13,DDH traced 5/10/2019,0.277039,0.00293826,
43,TEM FIELD,,35.965,80.6231,
44,10align1,,3.68883,0.365534,
44,10align10,,3.68874,0.365484,
44,10align2,,3.68865,0.365514,
44,10align3,,3.68869,0.365518,
44,10align4,,3.68883,0.365501,
44,10align5,,3.6887,0.365493,
44,10align6,,3.68875,0.365509,
44,10align7,,3.68875,0.365484,
44,10align8,,3.68874,0.365484,
44,10align9,,3.68861,0.365476,
44,1align1,,0.849972,0.0542298,
44,1align2,,0.849996,0.0542321,
44,1align3,,0.849971,0.0542294,
44,1align4,,0.849986,0.0542311,
44,1align5,,0.849953,0.0542277,
44,1align6,,0.849946,0.0542258,
44,1align7,,0.849944,0.0542255,
44,1align8,,0.849942,0.0542253,
44,1align9,,0.850011,0.0542339,
44,d001,,2.26623,0.358885,
44,D001,,0.46756,0.00758551,
44,D002,,0.37,0.00476169,
44,d005,DDH traced 5/10/2019,2.27611,0.299061,
44,d005_c14,,0.555435,0.0185683,
44,d005_cfa14,,0.195059,0,
44,d005_o13,,0.0778258,0.00029106,
44,d005_p11,DDH traced 5/10/2019,0.575773,0.0170188,
44,d005_p13,DDH traced 5/10/2019,0.64783,0.0138411,
44,d005_p13,DDH traced 5/10/2019,0.472326,0.00980668,
44,d005_p14,,0.704635,0.0283131,
44,mito10,,0.188093,0,
44,PRexample,,0.0247933,1.636e-05,
44,TEM FIELD,,35.965,80.6231,
45,1align1,,0.825848,0.0511382,
45,1align2,,0.825595,0.0511067,
45,1align3,,0.825691,0.0511183,
45,1align4,,0.825596,0.0511058,
45,1align5,,0.825616,0.0511083,
45,1align6,,0.825852,0.0511382,
45,1align7,,0.825648,0.0511133,
45,1align8,,0.825648,0.0511133,
45,1align9,,0.825648,0.0511133,
45,2align1,,2.38295,0.0697115,
45,2align10,,2.38262,0.0697417,
45,2align2,,2.38295,0.0697237,
45,2align3,,2.38291,0.0697252,
45,2align4,,2.38293,0.069724,
45,2align5,,2.38261,0.0697325,
45,2align6,,2.38259,0.0697323,
45,2align7,,2.38239,0.0697288,
45,2align8,,2.38308,0.0697247,
45,2align9,,2.38271,0.0697097,
45,d001,,2.27126,0.352098,
45,D001,,0.46756,0.00758551,
45,D002,,0.3702,0.00475862,
45,d005,DDH traced 5/10/2019,2.26155,0.306259,
45,d005_c14,,0.493975,0.0152262,
45,d005_cfa14,,0.181405,0,
45,d005_o13,,0.0779739,0.000292215,
45,d005_o14,,0.0712764,0.00031752,
45,d005_p11,DDH traced 5/10/2019,0.340406,0.00749525,
45,d005_p13,DDH traced 5/10/2019,0.763443,0.0225934,
45,d005_p13,DDH traced 5/10/2019,1.19798,0.0328738,
45,d005_p14,DDH traced 5/10/2019,1.09858,0.0704659,
45,mito10,,0.188093,0,
45,TEM FIELD,,35.965,80.6231,
46,2align1,,2.30825,0.0653377,
46,2align10,,2.30741,0.0653501,
46,2align2,,2.30805,0.0653439,
46,2align3,,2.30775,0.0653584,
46,2align4,,2.30765,0.0653645,
46,2align5,,2.308,0.0653435,
46,2align6,,2.30778,0.0653377,
46,2align7,,2.30797,0.0653336,
46,2align8,,2.30784,0.0653584,
46,2align9,,2.30825,0.0653377,
46,3align1,,1.63108,0.127846,
46,3align10,,1.63094,0.127823,
46,3align2,,1.63101,0.127834,
46,3align3,,1.63096,0.127827,
46,3align4,,1.63105,0.127841,
46,3align5,,1.6309,0.127817,
46,3align6,,1.63105,0.127841,
46,3align7,,1.63085,0.12781,
46,3align8,,1.63108,0.127846,
46,3align9,,1.63077,0.127797,
46,d001,,2.233,0.330506,
46,D001,,0.46754,0.00759291,
46,D002,,0.3702,0.00475862,
46,d005,DDH traced 5/10/2019,2.25411,0.311701,
46,d005_o13,,0.0781494,0.00029348,
46,d005_o14,,0.0712764,0.00031752,
46,d005_o15_inc,,0.222315,0.00068086,
46,d005_p13,DDH traced 5/10/2019,2.09911,0.0936628,
46,d005_p14,DDH traced 5/10/2019,1.5015,0.0788365,
46,mito10,,0.188093,0,
46,TEM FIELD,,35.965,80.6231,
47,3align1,,1.57347,0.118654,
47,3align10,,1.57365,0.118678,
47,3align2,,1.57366,0.11868,
47,3align3,,1.57363,0.118676,
47,3align4,,1.57365,0.118678,
47,3align5,,1.57379,0.118701,
47,3align6,,1.57365,0.118678,
47,3align7,,1.57365,0.118678,
47,3align8,,1.57365,0.118678,
47,3align9,,1.57365,0.118678,
47,4align1,,3.31172,0.151079,
47,4align10,,3.31172,0.151079,
47,4align2,,3.31186,0.15105,
47,4align3,,3.31184,0.151069,
47,4align4,,3.31184,0.151069,
47,4align5,,3.31191,0.151046,
47,4align6,,3.3119,0.151048,
47,4align7,,3.31172,0.151079,
47,4align8,,3.31204,0.151071,
47,4align9,,3.31172,0.151079,
47,d001,,2.10293,0.294595,
47,D001,,0.46756,0.0075933,
47,d001_o11,symmetric candidate,0.0777381,0.00029043,
47,D002,,0.3702,0.00475862,
47,d005,DDH traced 5/10/2019,2.22066,0.294662,
47,d005_o13,,0.0781494,0.00029348,
47,d005_o14,,0.0712764,0.00031752,
47,d005_o15_inc,,0.221794,0.00067909,
47,d005_p13,DDH traced 5/10/2019,2.28699,0.0887893,
47,d005_p14,DDH traced 5/10/2019,1.38135,0.060148,
47,mito10,,0.188093,0,
47,TEM FIELD,,35.965,80.6231,
48,4align1,,3.2219,0.141728,
48,4align10,,3.2219,0.141728,
48,4align2,,3.22198,0.141737,
48,4align3,,3.22208,0.141732,
48,4align4,,3.22208,0.141732,
48,4align5,,3.22212,0.141732,
48,4align6,,3.22196,0.141738,
48,4align7,,3.222,0.1417,
48,4align8,,3.2219,0.141728,
48,4align9,,3.22234,0.14172,
48,5align1,,6.41016,0.2711,
48,5align10,,6.41019,0.271079,
48,5align2,,6.41032,0.271131,
48,5align3,,6.41022,0.271088,
48,5align4,,6.4102,0.271142,
48,5align5,,6.41024,0.271199,
48,5align6,,6.41023,0.271195,
48,5align7,,6.41021,0.271231,
48,5align8,,6.41026,0.271183,
48,5align9,,6.41022,0.271163,
48,d001,,2.21861,0.297085,
48,D001,,0.46736,0.00758941,
48,D002,,0.37,0.00475553,
48,d005,DDH traced 5/10/2019,2.18308,0.26949,
48,d005_c13,,0.32563,0.00654207,
48,d005_cfa13,,0.127415,0,
48,d005_o13,,0.0781494,0.00029348,
48,d005_o14,,0.0712764,0.00031752,
48,d005_o15_inc,,0.222315,0.00068086,
48,d005_p13,DDH traced 5/10/2019,1.05024,0.0492137,
48,d005_p13,DDH traced 5/10/2019,0.364633,0.00665296,
48,d005_p14,DDH traced 5/10/2019,1.05568,0.0319588,
48,mito10,,0.188093,0,
48,TEM FIELD,,35.965,80.6231,
49,5align1,,6.19632,0.253464,
49,5align10,,6.19666,0.253524,
49,5align2,,6.19643,0.253586,
49,5align3,,6.19665,0.253524,
49,5align4,,6.19659,0.253488,
49,5align5,,6.19668,0.25348,
49,5align6,,6.19631,0.253449,
49,5align7,,6.19645,0.253442,
49,5align8,,6.19682,0.253454,
49,5align9,,6.19625,0.253504,
49,6align1,,1.74272,0.189816,
49,6align2,,1.74259,0.189788,
49,6align3,,1.74267,0.189806,
49,6align4,,1.74271,0.189815,
49,6align5,,1.74271,0.189815,
49,6align6,,1.74258,0.189786,
49,6align7,,1.74262,0.189796,
49,6align8,,1.74277,0.189828,
49,6align9,,1.74263,0.189798,
49,d001,,2.15463,0.270615,
49,D001,,0.46756,0.0075933,
49,D002,,0.37,0.00476169,
49,d005,DDH traced 5/10/2019,2.1128,0.25213,
49,d005_c13,,0.548117,0.0217072,
49,d005_cfa13,KH identified 4/29/19,0.394802,0.00811227,
49,d005_o13,,0.0781494,0.00029348,
49,d005_o14,,0.0712764,0.00031752,
49,d005_o15_inc,,0.221999,0.000678795,
49,d005_p13,DDH traced 5/10/2019,0.783339,0.0362936,
49,d005_p13,DDH traced 5/10/2019,0.545517,0.0138275,
49,d005_p14,,0.375743,0.00530467,
49,d005_PR_p13???,,0.310741,0.00758285,
49,TEM FIELD,,35.965,80.6231,
50,6align1,,1.6678,0.173602,
50,6align2,,1.6678,0.173602,
50,6align3,,1.66786,0.173614,
50,6align4,,1.66793,0.17363,
50,6align5,,1.66782,0.173605,
50,6align6,,1.66782,0.173605,
50,6align7,,1.66778,0.173597,
50,6align8,,1.66778,0.173597,
50,6align9,,1.66791,0.173625,
50,7align1,,1.65906,0.20661,
50,7align10,,1.65905,0.206607,
50,7align2,,1.65905,0.206607,
50,7align3,,1.65908,0.206614,
50,7align4,,1.65906,0.20661,
50,7align5,,1.65906,0.20661,
50,7align6,,1.65906,0.20661,
50,7align7,,1.65905,0.206607,
50,7align8,,1.65905,0.206607,
50,7align9,,1.65905,0.206607,
50,d001,,2.06771,0.252672,
50,D001,,0.46756,0.0075933,
50,D002,,0.3702,0.00475244,
50,d005,DDH traced 5/10/2019,2.02943,0.209476,
50,d005_c13,,0.398354,0.0104207,
50,d005_cfa13,,0.0977135,0,
50,d005_o13,,0.0781494,0.00029348,
50,d005_o15_inc,,0.221999,0.000678795,
50,d005_p13,,0.507061,0.0116876,
50,d005_p13,DDH traced 5/10/2019,0.511665,0.0159121,
50,TEM FIELD,,35.965,80.6231,
51,7align1,,1.59267,0.190157,
51,7align10,,1.59266,0.190154,
51,7align2,,1.59264,0.19015,
51,7align3,,1.59268,0.190159,
51,7align4,,1.59268,0.190159,
51,7align5,,1.59268,0.190159,
51,7align6,,1.59268,0.190159,
51,7align7,,1.59266,0.190154,
51,7align8,,1.5928,0.190186,
51,7align9,,1.59266,0.190154,
51,d001,,2.02815,0.268947,
51,D001,,0.46756,0.00758551,
51,D002,,0.3702,0.00475862,
51,d005,DDH traced 5/10/2019,2.13665,0.203536,
51,d005_o15_inc,,0.222315,0.00068086,
51,TEM FIELD,,35.965,80.6231,
